Haul Truck Template;TimeStamp;Aftercooler Temperature;Air Filter;Boost Pressure;Brake Air Pressure;Brake Stroke;Delta Exhaust Temp Engine Load;Differential Temperature;Engine Coolant Temperature;Engine Fuel Rate;Engine Load;Engine Oil Pressure;Engine RPM;Ground Speed;Hourly Average Delta Exhaust Temp Engine Load;Hourly Average Delta Front Suspension;Hourly Average Delta Rear Suspension;Latitude;Left Exhaust Temperature;Left Front Brake Temperature;Left Front Suspension Cylinder;Left Rear Brake Temperature;Left Rear Suspension Cylinder;Longitude;Name;Operator;Payload;Payload Status;Payload_Count;Payload_Histogram;Payload_Intermediate;Right Exhaust Temperature;Right Front Brake Temperature;Right Front Suspension Cylinder;Right Rear Brake Temperature;Right Rear Suspension Cylinder;Shift Payload Total;Step;Suspension Delta Front Cylinders;Suspension Delta Rear Cylinders;System Voltage;Truck Code
Truck 105;8/22/2021 5:35:52.438 PM;65.06032;7.046157;190.3716;0;0;44.93977;0;90.97647;324.0943;51.04742;446.6599;1912.051;0;45.84453;30.01273;67.702;40.0943084509958;491.985;76.46796;2995.236;74.86566;2770.61;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;459.784;76.2718;3021.901;75.83942;2719.189;2580.31469726563;25;18.68931;91.70317;0;105
Truck 105;8/22/2021 5:36:52.438 PM;64.48141;6.855003;191.7944;0;0;42.33284;0;90.02172;331.4374;62.73822;443.603;1886.1;0;45.92869;30.79244;69.39067;40.0948983792111;480.9045;75.41908;3042.868;74.7921;2745.587;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;450.6736;76.462;2938.125;75.70148;2724.04;2580.33813476563;25;19.56795;90.48567;0;105
Truck 105;8/22/2021 5:37:52.438 PM;64.09599;6.812424;194.022;0;0;39.72592;0;89.35796;330.3653;82.5431;447.0895;1873.783;0;46.01286;31.57215;71.07934;40.0954883074263;499.0229;75.39755;2990.44;74.67808;2762.271;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;450.23;77.22515;3038.053;75.28921;2723.314;2580.36181640625;25;20.44659;89.26817;0;105
Truck 105;8/22/2021 5:38:52.438 PM;64.98561;6.838302;196.3324;0;0;37.11899;0;89.69299;332.8033;97.35642;448.6208;1871.306;0;46.09702;32.35186;72.76801;40.0960782356416;489.6569;75.16019;3024.64;74.66442;2803.936;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;452.835;77.14998;3023.62;75.20057;2710.992;2580.38525390625;25;21.32522;88.05067;0;105
Truck 105;8/22/2021 5:39:52.438 PM;64.39349;6.946661;190.06;0;0;40.4888;0;90.12206;334.8571;97.37567;450.5183;1877.384;0;46.18118;33.13158;74.45669;40.0966681638568;493.4013;75.22674;2981.661;72.76794;2788.852;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;453.1305;74.93793;2970.153;74.65511;2711.927;2580.40869140625;25;22.20386;86.83318;0;105
Truck 105;8/22/2021 5:40:52.438 PM;63.29824;7.058908;189.3461;0;0;39.14006;0;89.71107;331.7415;82.58809;456.9514;1879.248;0;46.05293;19.76168;68.4592;40.0972580920721;494.9455;75.03416;3031.277;73.41148;2734.373;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;461.1633;75.92212;2960.094;76.21449;2783.897;2580.43237304688;25;23.0825;85.61568;0;105
Truck 105;8/22/2021 5:41:52.438 PM;62.45202;6.883;185.7733;0;0;36.52114;0;90.2914;325.9395;62.77918;461.3346;1891.309;0;45.89405;20.3968;68.59262;40.0978480202873;499.0462;74.65618;3029.587;73.69844;2706.718;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;455.4137;76.51372;2966.762;75.50768;2768.869;2580.45581054688;25;23.96114;84.39819;0;105
Truck 105;8/22/2021 5:42:52.438 PM;63.92427;7.082138;184.3391;0;0;33.90224;0;90.54805;321.8812;51.05725;458.8197;1920.634;0;45.73517;21.03193;68.72604;40.0984379485026;491.5883;74.56261;3017.46;74.27879;2754.918;102.6678;Truck 105;Daniel Carcillo;206;Hauling;1;1184;1184;453.7838;76.9426;2952.392;76.71002;2749.574;2580.4794921875;25;24.83978;83.18069;0;105
Truck 105;8/22/2021 5:43:52.438 PM;64.40495;7.038426;185.9748;0;0;31.28333;0;88.56907;331.0748;55.17914;454.8042;1911.009;0;45.57629;21.66705;68.85946;40.0990278767179;481.661;76.22105;3029.174;74.63859;2686.809;102.6678;Truck 105;Daniel Carcillo;206;Queued;1;1184;1184;448.4909;76.41352;2914.914;76.03035;2745.981;2580.5029296875;25;25.71841;81.9632;0;105
Truck 105;8/22/2021 5:44:52.438 PM;63.21839;6.955882;186.9309;0;0;28.66441;0;90.33903;323.0594;72.41724;453.2787;1932.522;0;45.4174;22.30218;68.99287;40.0996178049331;474.7435;76.86507;3013.278;74.60229;2695.324;102.6678;Truck 105;Daniel Carcillo;18.5;Emptying;1;1184;1184;457.4415;76.44988;2973.146;75.57281;2787.74;2580.5263671875;25;26.59705;80.7457;0;105
Truck 105;8/22/2021 5:45:52.438 PM;64.96191;6.919739;189.2301;0;0;26.0455;0;90.08083;322.1076;91.36445;452.9946;1901.41;0;45.25852;22.9373;69.12629;40.1002077331484;490.4744;76.66815;3026.701;74.81181;2724.821;102.6678;Truck 105;Daniel Carcillo;20.1;Travelling;1;1184;1184;460.9262;75.35191;3048.564;76.0657;2779.101;2580.55004882813;25;27.47569;79.5282;0;105
Truck 105;8/22/2021 5:46:52.438 PM;64.09484;6.92725;191.2697;0;0;28.3739;0;90.19489;323.5348;99.48268;451.528;1916.002;0;45.09964;23.57243;69.25971;40.1007976613636;484.8744;76.44557;2980.282;75.71705;2785.427;102.6678;Truck 105;Daniel Carcillo;20.9;Travelling;1;1186;1186;456.5005;76.19998;3093.34;73.4426;2789.698;2580.57348632813;25;114.6366;12.65051;0;105
Truck 105;8/22/2021 5:47:52.438 PM;64.50261;6.93951;190.2559;0;0;34.23655;0;90.96767;335.6024;91.3998;452.7769;1874.471;0;44.94076;24.20755;69.39313;40.1013875895789;488.0902;76.86378;2990.251;73.96768;2817.104;104.789842757887;Truck 105;Daniel Carcillo;19.9;Travelling;1;1184;1184;453.2444;75.62083;3044.835;72.96299;2739.355;2580.59692382813;25;52.8633;89.62315;0;105
Truck 105;8/22/2021 5:48:52.438 PM;63.36815;6.968323;191.1345;0;0;36.06265;0;91.59103;331.7649;72.46455;457.3506;1911.658;0;44.78188;24.84267;69.52655;40.1019775177942;492.6252;76.42422;3001.768;75.71274;2785.326;104.170175060428;Truck 105;Daniel Carcillo;19.9;Travelling;1;1184;1184;452.2115;74.96198;3005.118;75.39124;2707.364;2580.62060546875;25;6.346492;84.74844;0;105
Truck 105;8/22/2021 5:49:52.438 PM;63.82774;6.982712;191.8379;0;0;37.88875;0;91.34152;331.4103;55.20711;450.4146;1904.686;0;44.623;25.4778;69.65997;40.1025674460094;485.2266;75.88583;3012.3;76.32324;2769.003;104.430031160946;Truck 105;Daniel Carcillo;19.9;Travelling;1;1184;1184;449.2719;74.70723;3004.613;75.21458;2732.538;2580.64404296875;25;9.689895;44.85823;0;105
Truck 105;8/22/2021 5:50:52.438 PM;62.36057;7.108073;193.4757;0;0;39.71485;0;91.245;327.9971;51.04736;455.7057;1867.673;0;44.6176;52.07381;54.43382;40.1031573742247;491.5478;75.61929;3026.193;75.70916;2838.575;102.6678;Truck 105;Daniel Carcillo;20.7;Travelling;1;1184;1184;445.665;74.85691;3019.579;75.16476;2739.487;2580.66772460938;25;6.036074;82.48192;0;105
Truck 105;8/22/2021 5:51:52.438 PM;64.00762;7.044862;192.3801;0;0;41.54095;0;92.59508;323.7688;62.73798;459.6047;1883.966;0;44.63435;49.77064;56.49718;40.1037473024399;491.7408;76.31216;2994.966;74.1049;2789.54;103.374899829841;Truck 105;Daniel Carcillo;21;Travelling;1;1184;1184;449.8808;75.43365;3018.878;75.11494;2760.107;2580.69116210938;25;18.20621;37.61903;0;105
Truck 105;8/22/2021 5:52:52.438 PM;64.80612;7.057799;190.1965;0;0;43.36705;0;91.63557;321.72;82.54284;456.979;1898.664;0;44.65108;47.46747;58.56055;40.1043372306552;495.711;75.79048;3051.262;74.29823;2792.721;102.6678;Truck 105;Daniel Carcillo;19.7;Travelling;1;1184;1184;458.1153;75.60269;3034.768;75.06196;2721.033;2580.71459960938;25;13.8001;54.24437;0;105
Truck 105;8/22/2021 5:53:52.438 PM;64.52048;7.031849;190.5743;0;0;45.19315;0;91.00779;323.1396;97.35632;456.5381;1874.991;3.49903;44.66782;45.1643;60.62392;40.1049271588705;499.0583;75.86393;3072.25;74.60828;2797.126;102.6678;Truck 105;Daniel Carcillo;20.7;Travelling;1;1184;1184;455.3248;75.34647;2995.732;75.09663;2756.732;2580.73828125;25;65.87203;38.39849;0;105
Truck 105;8/22/2021 5:54:52.438 PM;64.78993;7.034811;189.0035;0;0;48.36834;0;89.42648;321.9506;97.37578;447.6496;1877.541;0;44.68456;42.86112;62.68729;40.1055170870857;495.6302;75.43134;3061.165;76.13537;2752.52;103.374526897383;Truck 105;Daniel Carcillo;19.7;Travelling;1;1184;1184;447.2619;76.00674;2944.439;74.62152;2758.726;2580.76171875;25;101.3483;9.400834;0;105
Truck 105;8/22/2021 5:55:52.438 PM;65.18626;6.885029;184.8902;0;0;49.11827;0;89.57374;329.1686;82.58834;445.6985;1906.404;10.30322;44.70131;40.55795;64.75066;40.106107015301;493.6636;75.45872;3001.535;77.05939;2786.717;105.076946520185;Truck 105;Daniel Carcillo;20.5;Travelling;1;1184;1184;448.4933;76.66811;3028.446;73.75981;2759.53;2580.78515625;25;55.65142;27.17724;0;105
Truck 105;8/22/2021 5:56:52.438 PM;65.16897;6.90099;186.2991;0;0;49.39943;0;89.71748;329.8411;62.77942;445.0461;1874.265;0;44.71804;38.25478;66.81403;40.1066969435162;486.8497;75.89391;2948.264;76.48027;2809.121;103.779257748689;Truck 105;Daniel Carcillo;20.3;Travelling;1;1184;1184;448.9231;75.68346;3028.388;75.30558;2732.046;2580.80883789063;25;84.43799;58.73888;0;105
Truck 105;8/22/2021 5:57:52.438 PM;65.24697;6.793614;187.4899;0;0;49.68059;0;90.30238;320.6954;51.05731;441.6692;1868.386;0;44.73478;35.9516;68.8774;40.1072868717315;499.6069;75.89536;2974.994;75.86639;2774.558;102.6678;Truck 105;Daniel Carcillo;20;Travelling;1;1184;1184;449.1196;76.50408;3006.27;75.29211;2747.663;2580.83227539063;25;37.97622;26.34326;0;105
Truck 105;8/22/2021 5:58:52.438 PM;65.37564;7.040428;188.6928;0;0;49.96174;0;90.71995;327.5464;55.17899;440.8177;1876.525;0;44.75153;33.64843;70.94077;40.1078767999467;494.5773;75.93376;3036.801;73.63748;2779.286;102.6678;Truck 105;Daniel Carcillo;19.8;Travelling;1;1184;1184;446.6555;76.73811;3013.683;75.10249;2716.449;2580.85595703125;25;47.12729;56.65963;0;105
Truck 105;8/22/2021 5:59:52.438 PM;66.54275;6.985552;190.7389;0;0;50.2429;0;89.47961;325.0604;72.41697;443.5687;1888.52;0;44.76826;31.34526;73.00413;40.108466728162;494.0892;75.71722;3034.575;73.67178;2761.894;102.6678;Truck 105;Daniel Carcillo;19.2;Travelling;1;1184;1184;448.8361;73.99221;2938.898;73.36609;2673.744;2580.87939453125;25;90.6832;84.31032;0;105
Truck 105;8/22/2021 6:00:52.438 PM;67.12028;6.903546;194.4797;0;0;50.52406;0;89.53589;327.9318;91.36425;440.8861;1892.715;0;44.96357;55.33032;56.19712;40.1090566563773;493.5686;74.319;3001.955;72.67708;2767.011;102.6678;Truck 105;Daniel Carcillo;20.3;Waiting;1;1184;1184;448.9687;74.86858;2941.478;73.8833;2692.698;2580.90283203125;25;71.72794;82.27459;0;105
Truck 105;8/22/2021 6:01:52.438 PM;66.42404;6.81968;192.2541;0;0;47.96952;0;90.24432;322.1688;99.48268;437.4722;1871.827;0;45.18464;54.82952;58.14323;40.1096465845925;491.1922;75.00999;2969.068;74.36404;2835.011;102.6678;Truck 105;Daniel Carcillo;20;Waiting;1;1184;1184;444.2506;74.89443;2954.798;73.86617;2715.477;2580.92651367188;25;9.648802;126.593;0;105
Truck 105;8/22/2021 6:02:52.438 PM;65.6953;6.825742;191.1018;0;0;55.64079;0;91.19894;320.6967;91.4;440.9233;1896.323;0;45.40569;54.32872;60.08933;40.1102365128078;489.1329;75.34203;2975.266;75.8998;2868.73;102.6678;Truck 105;Daniel Carcillo;19.8;Waiting;1;1184;1184;442.3928;74.09567;2975.2;73.43403;2708.987;2580.94995117188;25;4.539281;169.3747;0;105
Truck 105;8/22/2021 6:03:52.438 PM;64.43287;6.922475;190.436;0;0;58.11254;0;90.50586;322.7523;72.46482;442.286;1909.923;0;45.62675;53.82793;62.03543;40.110826441023;487.0115;75.58466;3017.866;76.16099;2917.538;102.6678;Truck 105;Daniel Carcillo;19.9;Loading;1;1186;1186;444.6246;74.23785;2980.628;73.81856;2746.015;2580.97338867188;25;5.725467;170.9723;0;105
Truck 105;8/22/2021 6:04:52.438 PM;64.76196;6.975966;189.159;0;0;60.58429;0;90.09345;326.9304;55.20726;449.5921;1907.941;0;45.84781;53.32713;63.98154;40.1114163692383;484.2926;75.22604;3042.02;74.65487;2893.95;102.6678;Truck 105;Daniel Carcillo;199;Loading;1;1186;1186;444.5478;74.46545;2994.031;71.84786;2778.303;2580.9970703125;25;6.534043;166.8138;0;105
Truck 105;8/22/2021 6:05:52.438 PM;65.64574;6.993406;189.5374;0;0;63.05603;0;90.14175;325.6085;51.04731;448.9019;1936.144;0;46.06887;52.82633;65.92764;40.1120062974536;487.3694;74.63136;3037.375;74.95675;2828.564;102.6678;Truck 105;Daniel Carcillo;199;Loading;1;1186;1186;452.3763;73.73638;2990.479;72.73248;2780.746;2778.07763671875;25;7.342618;162.6553;0;105
Truck 105;8/22/2021 6:06:52.438 PM;64.04193;7.000029;189.7729;0;0;65.52777;0;90.89761;321.0431;62.73775;448.0105;1944.93;0;46.28994;52.32553;67.87374;40.1125962256688;482.8083;75.3648;3025.803;73.91518;2832.959;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1186;1186;450.1276;73.20837;3018.652;73.55441;2715.779;2778.16650390625;25;8.151194;158.4968;0;105
Truck 105;8/22/2021 6:07:52.438 PM;65.69027;6.989403;191.9452;0;0;67.99952;0;90.48455;318.4258;82.54258;449.4247;1912.696;9.254122;46.51099;51.82474;69.81985;40.1131861538841;490.2955;74.25443;2992.817;73.13832;2824.011;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1186;1186;449.2715;73.29126;3063.364;73.07084;2778.633;2778.25537109375;25;8.959769;154.3383;0;105
Truck 105;8/22/2021 6:08:52.438 PM;66.87476;7.010461;190.3939;0;0;70.47127;0;90.12444;319.4879;97.35621;453.4086;1876.548;0;46.73206;51.32394;71.76595;40.1137760820993;497.4819;74.85767;2948.216;72.37843;2804.019;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1186;1186;434.157;73.73284;3112.781;73.57777;2703.308;2778.34423828125;25;9.768346;150.1798;0;105
Truck 105;8/22/2021 6:09:52.438 PM;65.40553;7.000173;187.136;0;0;57.6346;0;91.13963;321.4702;97.37589;442.8151;1889.549;0;46.95311;50.82315;73.71205;40.1143660103146;496.7736;73.25945;2910.144;73.60519;2804.382;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;439.139;75.39835;3058.015;73.50965;2710.85;2778.43334960938;25;10.57692;146.0213;0;105
Truck 105;8/22/2021 6:10:52.438 PM;64.04797;7.121019;189.9143;0;0;54.25147;0;92.02177;323.0277;82.58859;445.5521;1910.364;0;46.89859;40.15353;81.94882;40.1149559385299;498.0464;73.4189;2947.06;74.84617;2813.162;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;449.3617;74.84275;3026.711;72.54094;2733.255;2778.52221679688;25;11.3855;141.8629;0;105
Truck 105;8/22/2021 6:11:52.438 PM;65.1266;7.055437;186.9178;0;0;53.06849;0;91.9977;318.4871;62.77965;452.4204;1907.838;0;46.80433;40.79419;82.80531;40.1155458667451;495.5159;76.45733;2999.206;74.93577;2767.32;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;457.099;74.88798;3055.3;72.33918;2747.182;2778.61108398438;25;12.19407;137.7044;0;105
Truck 105;8/22/2021 6:12:52.438 PM;65.51246;7.013855;189.737;0;0;51.88552;0;89.64481;319.9489;51.05737;450.0356;1926.29;11.96644;46.71007;41.43485;83.66179;40.1161357949604;497.45;76.22309;2989.438;74.19832;2752.101;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;446.883;74.86562;3067.916;74.35144;2771.554;2778.69995117188;25;13.00265;133.5459;0;105
Truck 105;8/22/2021 6:13:52.438 PM;66.02986;6.996691;195.2257;0;0;50.70255;0;87.90955;322.256;55.17883;454.9036;1934.259;0;46.61581;42.07551;84.51828;40.1167257231756;492.9321;75.54748;3053.349;75.11379;2826.455;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;448.3051;74.24665;3046.499;74.52386;2743.253;2778.78881835938;25;13.81122;129.3874;0;105
Truck 105;8/22/2021 6:14:52.438 PM;66.33517;6.993036;193.7807;0;0;49.51957;0;89.56927;325.9845;72.4167;447.1517;1919.923;0;46.52155;42.71618;85.37476;40.1173156513909;492.2193;76.37446;3030.283;75.30128;2778.153;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;453.4655;75.19565;3075.69;74.55361;2699.821;2778.87768554688;25;14.6198;125.2289;0;105
Truck 105;8/22/2021 6:15:52.438 PM;67.00596;7.013262;194.5338;0;0;48.3366;0;90.10232;328.8328;91.36404;447.1634;1903.498;0;46.42729;43.35683;86.23125;40.1179055796061;492.6129;75.93044;3051.532;76.77803;2780.18;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;449.7245;75.03447;3076.96;75.8415;2628.361;2778.96655273438;25;15.42838;121.0704;0;105
Truck 105;8/22/2021 6:16:52.438 PM;65.60762;6.910822;193.2341;0;0;47.73146;0;89.14133;329.6451;99.48268;459.5561;1881.822;0;46.33303;43.9975;87.08773;40.1184955078214;494.5246;75.85458;3054.001;76.45301;2809.97;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;446.7931;74.0214;3046.726;74.76579;2667.139;2779.05541992188;25;16.23695;116.9119;0;105
Truck 105;8/22/2021 6:17:52.438 PM;65.23401;6.989453;193.2988;0;0;44.04987;0;88.01778;333.5292;91.40021;454.6942;1875.609;0;46.23876;44.63816;87.94422;40.1190854360367;490.3932;76.96853;3079.329;77.03764;2765.983;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;444.8509;74.73751;3034.125;74.48954;2675.798;2779.14428710938;25;17.04553;112.7534;0;105
Truck 105;8/22/2021 6:18:52.438 PM;65.15018;7.237804;192.176;0;0;45.73387;0;87.7886;332.4696;72.46509;440.1198;1858.027;0;46.1445;45.27882;88.8007;40.1196753642519;489.3557;76.24947;3028.856;77.01158;2836.129;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;445.1315;74.81731;3024.527;75.65629;2706.308;2779.23315429688;25;17.8541;108.5949;0;105
Truck 105;8/22/2021 6:19:52.438 PM;65.02383;7.169475;192.4617;0;0;47.41787;0;88.90041;331.969;55.20742;451.8863;1881.145;0;46.05024;45.91948;89.65719;40.1202652924672;500.1852;76.81838;3010.006;76.83401;2830.716;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;448.2345;74.94138;2998.406;74.84927;2833.96;2779.32202148438;25;18.66268;104.4364;0;105
Truck 105;8/22/2021 6:20:52.438 PM;65.79025;6.987164;191.3271;0;0;49.10186;0;89.4225;331.82;51.04725;459.0315;1879.708;0;46.12906;49.65224;84.17245;40.1208552206824;494.9961;74.50184;2978.403;74.22405;2792.245;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;447.0319;74.8053;2995.413;76.01831;2754.326;2779.4111328125;25;19.47125;100.2779;0;105
Truck 105;8/22/2021 6:21:52.438 PM;65.23315;6.880182;191.563;0;0;50.78586;0;89.62603;330.1727;62.73751;458.3022;1890.219;0;46.23285;48.65344;86.45589;40.1214451488977;511.5403;75.78029;2919.628;74.91772;2813.443;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;451.1232;73.51755;3005.783;74.49055;2725.482;2779.5;25;20.27983;96.11944;0;105
Truck 105;8/22/2021 6:22:52.438 PM;66.20357;6.739948;187.9932;0;0;52.46986;0;89.84206;325.2693;82.54233;443.3248;1868.611;0;46.33663;47.65464;88.73933;40.122035077113;506.7438;75.57157;2996.22;75.50098;2793.841;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;454.261;73.85301;3007.4;74.46755;2747.085;2779.5888671875;25;21.08841;91.96095;0;105
Truck 105;8/22/2021 6:23:52.438 PM;65.12425;6.750803;188.5756;0;0;54.15386;0;90.04151;323.8714;97.3561;448.6218;1891.371;0;46.44041;46.65585;91.02277;40.1226250053282;510.1241;74.51592;3041.324;75.83604;2823.696;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;450.9509;74.54855;2987.761;74.49917;2750.706;2779.677734375;25;21.89698;87.80245;0;105
Truck 105;8/22/2021 6:24:52.438 PM;63.77776;6.836823;185.7127;0;0;47.66794;0;89.5201;321.1997;97.376;449.3817;1939.571;0;46.54419;45.65705;93.3062;40.1232149335435;498.5739;75.46525;3075.625;76.1964;2812.272;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;450.7387;74.4713;2932.103;74.00639;2711.342;2779.7666015625;25;22.70556;83.64397;0;105
Truck 105;8/22/2021 6:25:52.438 PM;64.61727;6.852288;185.2142;0;0;44.59169;0;91.27425;322.9494;82.58885;449.5009;1962.947;0;46.64797;44.65825;95.58963;40.1238048617587;498.5782;74.21329;2992.056;77.53532;2784.18;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;445.904;74.90772;2978.713;74.10846;2716.372;2779.85546875;25;23.51413;79.48547;0;105
Truck 105;8/22/2021 6:26:52.438 PM;64.78496;6.966471;190.6882;0;0;43.81568;0;89.50428;323.9437;62.77988;454.6178;1955.064;0;46.75175;43.65945;97.87307;40.124394789974;492.379;73.98223;3018.01;75.5068;2779.216;102.6678;Truck 105;Daniel Carcillo;199;Hauling;1;1184;1184;445.5213;75.30203;2945.123;75.08041;2728.144;2779.9443359375;25;24.32271;75.32698;0;105
Truck 105;8/22/2021 6:27:52.438 PM;64.96453;6.833354;191.2304;0;0;43.03966;0;89.18798;324.9205;51.05742;456.1411;1931.401;0;46.85554;42.66065;100.1565;40.1249847181893;485.8662;75.81442;3004.386;75.75578;2785.049;102.6678;Truck 105;Daniel Carcillo;199;Queued;1;1184;1184;455.0102;75.21352;3006.933;75.21348;2702.656;2780.033203125;25;25.13128;71.16849;0;105
Truck 105;8/22/2021 6:28:52.438 PM;65.49527;6.776183;186.7913;0;0;42.26365;0;90.19964;327.1786;55.17867;453.144;1931.521;0;46.95932;41.66185;102.4399;40.1255746464045;479.9915;75.72483;2954.997;74.7935;2795.935;102.6678;Truck 105;Daniel Carcillo;199;Backing;1;1184;1184;452.295;76.68095;3059.596;74.56186;2679.514;2780.1220703125;25;25.93986;67.00999;0;105
Truck 105;8/22/2021 6:29:52.438 PM;65.97803;6.829057;189.5537;0;0;41.48763;0;89.45161;332.2845;72.41644;459.1086;1917.623;3.479632;47.0631;40.66306;104.7234;40.1261645746198;493.4865;76.84487;2977.504;75.53434;2784.961;102.6678;Truck 105;Daniel Carcillo;19.9;Travelling;1;1184;1184;451.3356;77.10177;3008.194;74.53316;2693.952;2780.2109375;25;26.74843;62.8515;0;105
Truck 105;8/22/2021 6:30:52.438 PM;63.49177;6.899786;190.4711;0;0;40.71162;0;88.76164;330.7526;91.36385;457.7339;1908.347;0;46.92244;63.3168;78.32928;40.126754502835;494.3694;75.43361;2951.996;75.14429;2802.774;102.6678;Truck 105;Daniel Carcillo;20.4;Travelling;1;1182;1182;453.9066;75.25592;3018.154;75.71333;2716.712;2780.2998046875;25;78.17007;94.35925;0;105
Truck 105;8/22/2021 6:31:52.438 PM;64.30537;6.8519;193.6778;0;0;44.81538;0;87.08364;327.1036;99.48268;442.7856;1912.276;0;46.74653;61.26976;77.24211;40.1273444310503;505.9914;76.29922;2973.212;76.56202;2824.14;102.6678;Truck 105;Daniel Carcillo;20.4;Travelling;1;1182;1182;461.176;74.83943;3044.066;74.33012;2762.13;2780.38891601563;25;69.48029;56.48423;0;105
Truck 105;8/22/2021 6:32:52.438 PM;65.1574;6.866535;195.8343;0;0;39.92504;0;89.32565;330.9082;91.4004;443.2768;1907.733;0;46.57062;59.22272;76.15495;40.1279343592655;491.9093;76.00457;3022.054;75.79919;2881.669;102.6678;Truck 105;Daniel Carcillo;19.8;Travelling;1;1186;1186;453.902;74.3198;3099.637;75.31379;2881.342;2780.47778320313;25;57.01264;10.43389;0;105
Truck 105;8/22/2021 6:33:52.438 PM;66.07382;6.917422;193.6121;0;0;38.52197;0;91.84694;325.0572;72.46536;446.9149;1895.827;0;46.39471;57.17567;75.06778;40.1285242874808;484.848;73.95126;3023.818;75.53584;2782.339;104.892184725752;Truck 105;Daniel Carcillo;20.5;Travelling;1;1186;1186;447.2527;74.6865;3058.063;76.13103;2872.013;2780.56665039063;25;36.99033;95.90728;0;105
Truck 105;8/22/2021 6:34:52.438 PM;64.97738;6.786166;193.6303;0;0;37.1189;0;93.06528;317.9802;55.20758;449.354;1858.529;0;46.2188;55.12864;73.98061;40.1291142156961;488.6307;74.46125;2995.054;77.09106;2786.562;102.916768211466;Truck 105;Daniel Carcillo;19.8;Travelling;1;1186;1186;448.3047;75.18906;3056.886;74.22421;2823.959;2780.65551757813;25;59.17892;33.31408;0;105
Truck 105;8/22/2021 6:35:52.438 PM;63.94533;6.883295;191.6557;0;0;35.71584;0;92.27157;317.2201;51.0472;437.7458;1831.06;0;46.0429;53.0816;72.89345;40.1297041439113;485.1365;74.46847;2999.685;76.19913;2847.051;104.930555588828;Truck 105;Daniel Carcillo;20;Travelling;1;1186;1186;452.0403;75.62808;3022.542;72.36388;2820.654;2780.74438476563;25;23.26844;27.83176;0;105
Truck 105;8/22/2021 6:36:52.438 PM;65.57047;6.844529;189.7163;0;0;34.31277;0;90.85027;318.582;62.73728;438.6149;1856.907;0;45.86699;51.03455;71.80628;40.1302940721266;492.7751;76.61146;3063.022;75.2193;2827.607;103.167824463001;Truck 105;Daniel Carcillo;20.3;Travelling;1;1186;1186;440.6118;76.15979;2958.185;75.61968;2787.778;2780.83325195313;25;83.3571;34.83558;0;105
Truck 105;8/22/2021 6:37:52.438 PM;66.17885;6.881524;188.5578;0;0;32.90971;0;92.25735;321.8464;82.54207;434.0855;1904.165;0;45.69108;48.98751;70.71912;40.1308840003418;493.2076;77.21635;3012.789;74.36999;2781.069;102.6678;Truck 105;Daniel Carcillo;19.5;Travelling;1;1186;1186;448.0102;74.40142;3002.598;75.56616;2774.276;2780.92211914063;25;29.38259;12.76946;0;105
Truck 105;8/22/2021 6:38:52.438 PM;65.89858;6.91911;196.9754;0;0;31.50664;0;90.92996;326.9294;97.35599;440.658;1880.194;0;45.51517;46.94047;69.63194;40.1314739285571;491.4121;75.99007;3016.504;75.82582;2709.177;105.410415807914;Truck 105;Daniel Carcillo;20.3;Travelling;1;1186;1186;456.4704;75.11308;2995.696;75.41816;2760.635;2781.01098632813;25;3.530212;52.77377;0;105
